DESCRIPTION,CODE,LATITUDE,LONGITUDE
LEICESTER L.I.P.,LESTLIP,52.63321,-1.1237623
POWER BOX,LESTPBX,58.472511,8.3099342
NORTH JUNCTION,LESTRNJ,52.634109,-1.1237443
SOUTH JUNCTION,LESTRSJ,52.719501,-1.1220344
SAFFRON LANE GROUND FRAME,LESTSGF,52.619379,-1.1427831
LEATHERHEAD SIGNAL 1195,LETH195,58.472511,8.3099342
LEATHERHEAD,LETHRHD,51.299355,-0.33321244
LEUCHARS DOWN SIDING,LEUCDS,51.956125,0.3886552
LEUCHARS,LEUCHRS,56.374632,-2.9908495
LEUCHARS SIGNAL LE15,LEUCS15,49.766809,-7.5571598
LEWES,LEWES,50.870341,0.012440906
LEWES  LW58     (TPS USE ONLY),LEWES58,50.870439,0.00675992
LEWES DOWN TAMPER SIDING,LEWESDS,52.832248,-2.7813404
LEWES UP SIDING,LEWESUS,49.766818,-7.557147
LEWISHAM,LEWISHM,51.466152,-0.014724253
LEWISHAM VALE JUNCTION,LEWIVLJ,49.766809,-7.5571598
LEYLAND,LEYLAND,53.69787,-2.6860688
BRITISH LEYLAND,LEYLBLM,53.714894,-2.6954372
LEYTON MIDLAND ROAD,LEYTNMR,51.569442,-0.007341448
LONGFORGAN L.C.,LFGNLC,56.422069,-3.1571175
LLANFAIRPWLL,LFPW,53.220943,-4.2092153
LANGBANK,LGBK,55.924677,-4.5862775
LONGFIELD,LGFD,51.396548,0.29996703
LANGHO,LGHO,53.8236,-2.3914218
LANGLOAN JN,LGLNJN,55.837547,-4.0237591
LANGLEY MILL,LGML,53.016617,-1.3306704
LANGLEY GREEN,LGRN,52.49351,-2.0058477
ALBRIGHT & WILSON,LGRNAW,58.472511,8.3099342
RECP,LGRNYD,52.49351,-2.0073206
LANGWITH-WHALEY-THORNS,LGWITH,50.721965,-6.2520341
LINGWOOD,LGWOOD,52.621901,1.4896774
LEIGH-ON-SEA,LHONSEA,51.541394,0.63897609
LITTLEHAVEN,LHVN,51.079574,-0.30828673
LIEGE,LIEGE,50.898318,4.3600516
LIFFORD EAST JUNCTION,LIFODEJ,52.417968,-1.9205574
LIFFORD WEST JUNCTION,LIFODWJ,52.419769,-1.9264358
CAMP HILL,LIFOMOS,58.472511,8.3099342
LILLIE BRIDGE DEPOT LUL,LILBDGE,49.766809,-7.5571598
LILLE DELIVERANCE,LILLDEL,50.8431,4.3370818
LILLE NORD-EUROPE,LILLE,50.843994,4.3372033
LILLE FLANDRES,LILLEFL,50.842206,4.3369602
LILLE PORT FLUVIAL,LILLEPF,58.472511,8.3099342
LIMEHOUSE,LIMHSE,51.512441,-0.04009514
LINCOLN TERRACE SIDINGS FHH,LINCFHH,55.467663,3.7711509
LINCOLN,LINCLNC,53.226188,-0.53948402
LINDLEYS LANE,LINDLA,53.081836,-1.2596578
LINFORD STREET JUNCTION,LINFST,51.474518,-0.14108046
LINGFIELD,LINGFLD,51.176451,-0.007164627
LINK LINE <PADDINGTON>,LINKLIN,49.766809,-7.5571598
LINZ,LINZ,51.512801,4.4718973
LIPHOOK,LIPHOOK,51.07116,-0.78961313
LIPSON JN,LIPSONJ,50.382936,-4.1097904
LISKEARD SIG 9,LISK9,49.766809,-7.5571598
LISKEARD,LISKARD,50.44695,-4.4676074
LISKEARD GROUND FRAME,LISKDGF,58.472511,8.3099342
LISS,LISS,51.044308,-0.89302071
LITTLEBOROUGH,LITLBRO,53.643173,-2.0952568
LITTLEMORE,LITTLEM,51.717726,-1.2182844
LIVERPOOL STREET LONDON,LIVST,51.5185,-0.080193813
LIVERPOOL ST*LONDON BALLAST,LIVSTBL,49.766809,-7.5571598
LIVERPOOL ST CROSSRAIL,LIVSTLL,49.766809,-7.5571598
LOCKWOOD,LKWD,53.635854,-1.8003318
LLANDAF,LLANDAF,51.507983,-3.2290323
MAINDY BRIDGE,LLANMAI,49.766809,-7.5571598
LLANBRADACH,LLBRDCH,51.603254,-3.2330475
LLANBISTER ROAD,LLBSTRD,52.336256,-3.212242
BP OIL (LLANDARCY),LLDARCY,51.64106,-3.8468387
GENWEN JN,LLDEGEN,58.472511,8.3099342
LLANDEILO,LLDEILO,51.885151,-3.9876078
LLANDEILO JN.,LLDELOJ,51.669641,-4.1242236
LLANDRINDOD CROSSING GF,LLDODGF,52.252201,-3.3754878
LLANDRINDOD,LLDODW,52.241814,-3.3795604
LLANDOVERY,LLDVERY,51.995127,-3.8031127
LLANDOVERY/LLANWRTYD NSKT SIG.,LLDVNLC,51.996036,-3.802421
LLANDYBIE,LLDYBIE,51.821034,-4.0036472
LLANGADOG,LLGADOG,51.940647,-3.8940382
LLANGAMMARCH,LLGMMRW,52.113752,-3.5552357
LLANGENNECH,LLGNNCH,51.691134,-4.0789293
LLANGYNLLO,LLGUNLO,52.350254,-3.1612389
LLANHARAN,LLHARAN,58.472511,8.3099342
LLANHILLETH,LLHLETH,58.472511,8.3099342
LLANISHEN,LLISHEN,51.533642,-3.1821457
LLANGYFELACH,LLNGYFL,51.679331,-3.9814724
LLANELLI DOCK JN EAST,LLNLDJE,49.766809,-7.5571598
LLANELLI,LLNLLI,51.673447,-4.1620067
LLANSAMLET,LLNSMLT,51.658203,-3.8995847
LLANTWIT MAJOR,LLNWTMR,53.582152,5.0344704
LLANTRISANT ROCKWELL,LLTRROC,57.761233,-1.4562713
LLANTRISANT,LLTRSNT,49.766809,-7.5571598
LLANWERN CORUS AFL,LLWEAFL,49.766809,-7.5571598
LLANWERN EXCHANGE GBRF,LLWEGBF,49.766809,-7.5571598
STEELWORKS EAST (LLANWERN),LLWESWE,51.579488,-2.8759378
STEELWORKS WEST (LLANWERN),LLWESWW,51.58257,-2.9423873
LLANWRDA,LLWRDA,51.962585,-3.8716738
LLANWRTYD,LLWRTYW,52.104617,-3.632306
LLANWRTYD SIG W2,LLWRW2,49.766809,-7.5571598
LLWYNYPIA,LLWYNYP,51.634001,-3.4535134
LLYSFAEN EMERGENCY GF,LLYSFGF,49.766809,-7.5571598
LONG MARTON,LMAR,55.627674,3.7948948
LIMBURY ROAD REVERSAL,LMBRDSL,49.766809,-7.5571598
LUTON LIMBERY RD NORTH GF,LMBRYNG,51.886812,-0.417645
LUTON LIMBURY ROAD,LMBRYRD,51.885913,-0.41767656
LUTON LIMBERY RD SOUTH GF,LMBRYSG,51.885014,-0.41770812
LEAMINGTON SPA SIGNAL 113,LMNG113,49.766809,-7.5571598
LEAMINGTON SPA SIGNAL 126,LMNG126,49.766809,-7.5571598
LEAMINGTON SPA SIGNAL 128,LMNG128,49.766809,-7.5571598
LEAMINGTON CARRIAGE SIDINGS,LMNGCHS,58.472511,8.3099342
LEAMINGTON SPA DOWN DOCK,LMNGDDS,49.766809,-7.5571598
CE SDGS (FIELD SIDINGS),LMNGFDS,52.284021,-1.5338694
FOSSE ROAD (LEAMINGTON),LMNGFOS,58.472511,8.3099342
LEAMINGTON SPA PLT 4 SDG,LMNGSD4,49.766809,-7.5571598
SOUTHAM ROAD,LMNGSOU,58.472511,8.3099342
LEAMINGTON SPA,LMNGTNS,52.284021,-1.5337961
LYMINGTON PIER,LMTNPIR,50.758145,-1.5292641
LYMINGTON TOWN,LMTNTWN,50.760877,-1.5377436
LLANABER HALT,LNAB,52.741393,-4.0782076
LANCING,LNCG,50.827082,-0.32310926
LLANDECWYN,LNDC,52.920683,-4.0570346
SIGNAL L1490,LNDN490,51.499558,-0.076667583
ABBEY STREET JUNCTION,LNDNASJ,49.766809,-7.5571598
LONDON BRIDGE BALLAST,LNDNBAL,54.845723,3.4011651
BRUNSWICK COURT JUNCTION,LNDNBCJ,49.766809,-7.5571598
CENTRAL,LNDNBDC,51.499558,-0.076667583
EASTERN,LNDNBDE,51.499558,-0.076667583
LONDON BRIDGE,LNDNBDG,51.499558,-0.076667583
LANDORE,LNDORE,51.628739,-3.9416995
LANDORE JUNCTION,LNDOREJ,58.472511,8.3099342
LANDOR ST BANK ENGINE SDGS,LNDRBES,58.472511,8.3099342
LANDOR STREET JUNCTION,LNDRSTJ,52.484446,-1.867426
LINDSEY OR RP GBRF,LNDSRPG,49.766809,-7.5571598
LLANDANWG,LNDW,52.835909,-4.1228051
LANDYWOOD,LNDYW,52.658921,-2.0206549
LONGANNET POWER STATION FHH,LNGAFHH,58.472511,8.3099342
LONGANNET POWER STATION,LNGANPS,56.0167,-3.6843036
LONGANNET S.B.,LNGANSB,54.046292,2.1653048
ALTHORPE PARK (LONG BUCKBY),LNGBAP,58.472511,8.3099342
CHURCH BRAMPTON,LNGBCB,58.472511,8.3099342
LONG BUCKBY,LNGBKBY,52.294894,-1.0864631
WATFORD LODGE (LONG BUCKBY),LNGBWL,58.472511,8.3099342
LONGCROSS,LNGCROS,51.385512,-0.59451642
LONG DYKE JN,LNGDYKJ,51.49724,-3.1351045
LONG EATON,LNGEATN,52.885124,-1.2881127
DRAYCOTT,LNGEDRY,58.472511,8.3099342
LONG EATON TOWN X-ING,LNGETNX,52.897505,-1.2662806
LONGHEDGE JUNCTION,LNGHDGJ,51.47371,-0.14687311
LONGLANDS JN,LNGLNDJ,54.324963,-1.4372315
LONG MARSTON GBRF,LNGMGBR,49.766809,-7.5571598
MOD (ARMY),LNGMSTN,50.827264,-6.1037556
LONGNIDDRY,LNGNDRY,55.956082,-2.8598637
LONGUYON  (FRANCE),LNGON,50.840419,4.3367171
LONGPORT,LNGP,53.041674,-2.2162231
CARLESS SOLVENTS,LNGPCS,58.472511,8.3099342
LONGPORT JUNCTION,LNGPJN,53.037405,-2.2155903
CE (DOWN SDGS),LNGPTDS,58.472511,8.3099342
LONGPORT FREIGHT STAFF,LNGPTFD,58.472511,8.3099342
PINNOX BRANCH SIDINGS,LNGPTPS,58.472511,8.3099342
LONG ROCK,LNGROCK,50.119925,-5.5014849
DOWN GOODS LOOP,LNGSDGL,53.461247,-2.2040733
TMD (E) (TRACTION ENGINEERING),LNGSEMD,58.472511,8.3099342
LONGSIGHT EXCURSION PLAT,LNGSEPL,53.454716,-2.1967684
LONGSIGHT SIEMENS TRANSPORT,LNGSEUR,53.463274,-2.2017936
LONGSIGHT,LNGSFLW,49.766809,-7.5571598
LONGSIGHT,LNGSGHT,53.45987,-2.2104224
LONGSIGHT SOUTH,LNGSSTH,53.45987,-2.2104224
WC LONGSIGHT FLT CMD CARR ENG,LNGSTCS,53.459064,-2.203611
L H S,LNGSTHS,53.456629,-2.1976959
TMD (D) (TRACTION ENGINEERING),LNGSTMD,58.472511,8.3099342
LONGSIGHT NORTH,LNGSTN,53.463425,-2.2081656
LONGSIGHT UP & DOWN GDS LOOP,LNGSUDL,53.464162,-2.2081692
LONGSIGHT OLD F.L.T.,LNGSWL,53.463276,-2.2002874
LONGTOWN MOD GBRF,LNGTGBF,49.766809,-7.5571598
MOD (ARMY-CAD),LNGTMOD,55.006679,-3.0318869
LONGTOWN,LNGTSDG,55.612559,1.9010302
LONGUEAU  (FRANCE),LNGU,50.841313,4.3368387
LANGWORTH,LNGWRTH,53.327937,-0.37050543
STAINTON,LNGWST,58.472511,8.3099342
LANGLEY JN K209 SIGNAL,LNGY209,57.133417,4.3198616
LANGLEY JN K651,LNGY651,56.726439,5.796061
LANGLEY JN SIG WL1972,LNGY972,58.472511,8.3099342
LANGLEY JN SIG WL1974,LNGY974,58.472511,8.3099342
LANGLEY JN,LNGYJN,51.913579,-0.21460358
LANGLEY SOUTH JN,LNGYSJN,58.472511,8.3099342
LONG LANE SB,LNLNSB,58.472511,8.3099342
LINLITHGOW EL 951,LNLT951,49.766809,-7.5571598
LINLITHGOW C.E.,LNLTHCE,55.976642,-3.5880072
LINLITHGOW,LNLTHGW,55.976539,-3.5960159
LINLITHGOW U.P.L.,LNLTUPL,55.97754,-3.588044
LLANRWST,LNRWST,53.137123,-3.7937759
LANGSIDE GLASGOW,LNSD,55.821126,-4.2776589
LONGTON,LNTN,52.989654,-2.1370096
LENTRAN,LNTRAN,58.472511,8.3099342
LOCH AWE,LOCHAWE,56.402381,-5.0416803
CHELLASTON EAST JN,LOCKCEJ,58.472511,8.3099342
LOCK LANE CROSSING,LOCKLAX,52.873029,-1.3734865
LOUGHBOROUGH SIGNAL 675,LOGH675,49.766809,-7.5571598
AMEY ROADSTONE,LOGHARC,52.778462,-1.1964564
LBRO EAST LEAK BRITISH GYPSUM,LOGHBGM,58.472511,8.3099342
NORTH JUNCTION,LOGHBNJ,52.802395,-1.2034914
LOUGHBOROUGH,LOGHBRO,52.779361,-1.1964399
BRUSH HAWKER SIDDELEY,LOGHBSH,52.785994,-1.2003063
LOUGHBOROUGH SOUTH JUNCTION,LOGHBSJ,58.472511,8.3099342
EAST LEAKE,LOGHEL,58.472511,8.3099342
HOTCHLEY HILL (EAST LEAKE),LOGHHOH,52.953893,0.45104382
LONGBRIDGE,LONB,52.398214,-1.9793802
LONGBRIDGE SIGNAL 23,LONB23,49.766809,-7.5571598
LONGBRIDGE SIGNAL 24,LONB24,49.766809,-7.5571598
REVERSING SDGS,LONBRS,58.472511,8.3099342
LONDON FIELDS,LONFLDS,51.54061,-0.057632221
LONGBECK,LONGBCK,54.589313,-1.0312444
LOOE,LOOE,50.359047,-4.4560139
LOSTOCK JUNCTION,LOSTCKJ,53.572982,-2.4937684
LOSTOCK PARKWAY,LOSTCKP,53.572485,-2.5071421
LOTH,LOTH,58.472511,8.3099342
LOUNGE JN,LOUNJN,52.707485,-1.3616505
LOUNGE OPEN CAST,LOUNOC,58.472511,8.3099342
SWANNINGTON L.C.,LOUNSLC,58.472511,8.3099342
BRIGHTON  LOVERS WALK SIDINGS,LOVRSWS,50.837946,-0.14944676
LOWDHAM,LOWDHAM,53.006194,-0.99849561
LOW FELL SIG T201,LOWF201,54.941243,-1.6112938
LOW FELL SIGNAL T203,LOWF203,58.472511,8.3099342
PW DEPOT LOW FELL,LOWFECE,58.472511,8.3099342
LOW FELL JN,LOWFELJ,54.937648,-1.6113285
LOW FELL RMT,LOWFGBR,54.474539,3.6471912
LOW FELL ROYAL MAIL TERMINAL,LOWFRMT,54.947558,-1.6190389
LOW GATES LEVEL CROSSING,LOWGATS,58.472511,8.3099342
LOW HOUSE CROSSING S.B.,LOWHXSB,54.806391,-2.774735
LOW MOOR,LOWMOOR,58.472511,8.3099342
UPPER DENTON AHB,LOWRDEN,58.472511,8.3099342
LOW ROW S.B.,LOWRWSB,54.959896,-2.6496268
CRD,LOWSCE,53.59403,3.2244106
MARSHALLING FREIGHT,LOWSTFR,52.473651,1.7489487
LOWESTOFT,LOWSTFT,52.474548,1.749025
LOWTON JUNCTION,LOWTONJ,58.472511,8.3099342
LONG PRESTON,LPRESTN,54.016837,-2.2548289
LONDON ROAD DEPOT,LRDDEAC,51.532741,-0.20550879
LONDON ROAD GUILDFORD,LRDGFD,51.241288,-0.5659659
LARGIN,LRGN,50.453553,-4.5778417
LARKFIELD JN,LRKFLDJ,55.843026,-4.2597719
LAURENCEKIRK D.R.S.,LRNCDRS,56.90631,-2.3628588
LAURENCEKIRK,LRNCKRK,56.906314,-2.3612169
LAURENCEKIRK U.R.S.,LRNCURS,56.906319,-2.3595749
LITTLE SOMERFORD,LSOMFD,54.946259,-4.582839
LINKSWOOD (COLAS),LSTFCOL,49.766809,-7.5571598
LINKSWOOD,LSTFORT,56.403195,-2.9726499
LOSTOCK GRALAM,LSTG,53.267485,-2.4647512
LOSTOCK HALL,LSTH,53.722983,-2.6955707
LOSTOCK HALL JUNCTION,LSTHJN,53.723899,-2.6925548
LAVERSTOCK NTH JN,LSTOKNJ,51.079019,-1.7815414
LAVERSTOCK STH JN,LSTOKSJ,51.076321,-1.7815541
LESTREM,LSTREM,58.472511,8.3099342
LOSTWITHIEL SIGNAL 4,LSTW4,49.766809,-7.5571598
LOSTWITHIEL CLAY SIDINGS,LSTWCSG,50.406573,-4.6667763
LOSTWITHIEL DOWN GOODS LOOP,LSTWDGL,58.472511,8.3099342
LOSTWITHIEL,LSTWTHL,50.407471,-4.6668268
LOSTWITHIEL UP GOODS LOOP,LSTWUGL,58.472511,8.3099342
LOWER SYDENHAM,LSYDNHM,51.425106,-0.033765133
LETCHWORTH,LTCE,51.984446,-0.20236466
LETCHWORTH A/D LINE,LTCEADL,51.989133,-0.19779312
CHS,LTCEMUS,51.993668,-0.18335112
LETCHWORTH CS RECEPTION,LTCEREC,51.983367,-0.22013031
LATCHMERE JUNCTION,LTCHMRJ,51.470432,-0.16716384
LATCHFORD SDGS,LTFDFHH,55.120696,1.8211036
LATCHFORD SIDINGS,LTFDSD,55.120696,1.8211036
LISVANE AND THORNHILL,LTHH,51.550693,-3.1854723
LITTLE EATON JUNCTION,LTLETNJ,52.961559,-1.4640185
LITTLE EATON CROSSING,LTLETNX,52.974123,-1.4593956
LITTLEHAMPTON SIGNAL LH11,LTLH11,49.766809,-7.5571598
LITTLEHAMPTON JUNCTION,LTLHMJN,49.766809,-7.5571598
LITTLEHAMPTON,LTLHMPT,50.810294,-0.54655676
LITTLEHAMPTON  OUTSDE SHED TPS,LTLHOSH,50.813081,-0.55370958
LITTLEHAMPTON  SHED  (TPS USE),LTLHSHD,50.813081,-0.55370958
LITTLEHAMPTON  UP SIDING   TPS,LTLHUSD,50.813081,-0.55370958
LITTLE KIMBLE,LTLKMBL,51.752058,-0.80916679
LITTLEPORT,LTLPORT,52.462704,0.31834285
LITTLE SUTTON,LTLSUTN,53.285332,-2.9434384
LIGHTMOOR JUNCTION,LTMRJN,49.766809,-7.5571598
LEIGHTON BUZZARD,LTNBZRD,51.916103,-0.67833638
LETTERSTON,LTRSTNJ,58.472511,8.3099342
LITTLE MILL JN,LTTLMLJ,51.716139,-2.9914826
LUDGERSHALL MOD GBRF,LUDGGBF,49.766809,-7.5571598
MOD (ARMY) PS,LUDGMOD,51.24574,-1.6256391
LUDLOW,LUDLOW,52.370869,-2.7167243
LLANDUDNO,LUDO,53.32361,-3.8271163
KEMIRA FERTILISERS,LUGTKMA,55.754627,-4.4634378
LUGTON,LUGTON,55.759115,-4.4637209
LUINO,LUINO,51.506372,4.4578956
LUNCARTY,LUNCARY,49.766809,-7.5571598
LUTON SIGNAL 575,LUTO575,49.766809,-7.5571598
LUTON SIGNAL WH581,LUTO581,55.471628,-4.3305865
LUTON SIGNAL 614,LUTO614,49.766809,-7.5571598
LUTON AIRPORT PARKWAY,LUTOAPY,58.472511,8.3099342
LUTON CRESCENT RD SIDDING,LUTOCRD,51.882462,-0.42449579
LUTON CRESCENT ROAD,LUTOFHH,53.732821,5.6903807
LUTON CRESCENT ROAD (GBRF),LUTOGBR,49.766809,-7.5571598
LUTON,LUTON,51.882279,-0.4148983
CENTRE SDGS,LUTONCS,58.472511,8.3099342
NORTH END LOOP,LUTONEL,51.883306,-0.42446626
NORTH JUNCTION,LUTONNJ,51.885121,-0.42571052
TC (UP SIDINGS),LUTONUS,51.884096,-0.40966171
LUXULYAN,LUXULYN,50.389403,-4.7474177
LEVENSHULME,LVHM,53.444413,-2.1926708
LIVINGSTON NORTH,LVNSTNN,55.900789,-3.5465185
LIVINGSTON SOUTH,LVNSTNS,55.869829,-3.506931
SIGNAL 1017,LVRP017,53.407294,-2.97923
LIVERPOOL BULK TERMINAL,LVRPBTL,53.408193,-2.9792507
REVERSING SIDING,LVRPCRS,53.406396,-2.9792094
LIVERPOOL LIME ST CUTTING,LVRPCUT,58.472511,8.3099342
LIVERPOOL BULK TL C&W GBRF,LVRPCW,49.766809,-7.5571598
EUROPEAN METAL RECYCLING CO,LVRPEMR,58.472511,8.3099342
LIVERPOOL BULK TERMINAL(FHH),LVRPFHH,53.451773,-3.0082623
LIVERPOOL BIOMASS TML GBF,LVRPGBF,49.766809,-7.5571598
LIVERPOOL BULK TML GBRF,LVRPGBR,49.766809,-7.5571598
LIVERPOOL GLADSTONE DOCK (EWS),LVRPGDE,54.200352,1.7685628
LIVERPOOL CENTRAL (NORTHERN),LVRPLCH,53.405497,-2.9791887
LIVERPOOL CENTRAL (WIRRAL),LVRPLCL,53.404598,-2.9791681
CROWN STREET JUNCTION,LVRPLCS,49.766809,-7.5571598
XC LIVERPOOL ST DRIVERS,LVRPLHS,58.472511,8.3099342
LIVERPOOL LIME STREET,LVRPLSH,58.472511,8.3099342
LIVERPOOL LIME ST LOW LEVEL,LVRPLSL,53.408655,-2.9777569
HIGH LEVEL STOCK INTERCHANGE,LVRPSIH,53.405497,-2.9791887
LIVERPOOL SOUTH PARKWAY,LVRPSPY,57.262775,0.71049302
LIVERPOOL STANTON GROVE,LVRPSTG,58.701761,2.3962073
LANGWATHBY,LWBY,54.698282,-2.668713
LOW ELLERS JN,LWELRSJ,53.494238,-1.1031029
LLANWERN TATA DISTBN HCF,LWERHCF,58.472511,8.3099342
LLANWERN MID STEEL SUPPLIES,LWERMSS,49.766809,-7.5571598
LLANWERN RG (COLAS),LWERNRG,49.766809,-7.5571598
LLANWERN,LWERSTN,55.780245,0.28862398
LLANWERN WEST JN,LWERWJN,49.766809,-7.5571598
LLANWERN EXCHANGE SIDINGS,LWERXSG,51.581056,-2.9062755
LOWGILL BRX,LWGILL,58.472511,8.3099342
SECTION SIDING,LWLYSDC,52.485347,-1.8688958
LAWLEY STREET F L T BIRMINGHAM,LWLYSFT,52.485347,-1.8688958
NUCLEAR ELECTRIC,LYDCEGB,50.933972,0.95316463
LYDD TOWN,LYDDTWN,50.976897,0.89235887
LYDNEY SIGNAL 415,LYDN415,49.766809,-7.5571598
LYDNEY SIGNAL 416,LYDN416,49.766809,-7.5571598
LYDNEY SIGNAL 419,LYDN419,49.766809,-7.5571598
LYDNEY DOWN GOODS LOOP,LYDNDGL,49.766809,-7.5571598
LYDNEY,LYDNEY,58.472511,8.3099342
LYDNEY JUNCTION,LYDNJCT,58.472511,8.3099342
LYDNEY UP GOODS LOOP,LYDNUGL,49.766809,-7.5571598
LYE,LYEE,52.46019,-2.1162243
LYMPSTONE COMMANDO,LYMPSTC,50.662944,-3.4417103
LYMPSTONE VILLAGE,LYMPSTN,50.648683,-3.4313721
ASHURST NEW FOREST,LYNDHRD,50.889426,-1.5265213
LLWYNGWRIL,LYNGRIL,52.666595,-4.0879659
ALCAN BRANCH JUNCTION,LYNMABJ,58.472511,8.3099342
LYNEMOUTH COAL SIDINGS,LYNMACS,55.819497,2.2556304
LYNEMOUTH POWER STATION (FLHH),LYNMFHH,51.979515,-1.190762
LYNEMOUTH POWER STN (GBRF),LYNMGBF,49.766809,-7.5571598
LYNEMOUTH SMELTER GBRF,LYNMSGB,49.766809,-7.5571598
LYNEMOUTH DBC INT,LYNMTHA,55.201609,-1.5443474
NCB LYNEMOUTH COLLIERY,LYNMTHC,55.213272,-1.5394995
LYNEMOUTH DBC,LYNMTHL,55.201609,-1.5443474
LYON GUILLOTIERE,LYONGUI,50.839525,4.3365956
LYON VENISSIEUX,LYONVEN,50.838631,4.3364741
LYTHAM,LYTHAM,53.739099,-2.9641871
LEYTONSTONE HIGH ROAD,LYTNSHR,51.56378,0.008282119
MACHEN QUARRIES,MACHENQ,51.596983,-3.1419213
MACHEN,MACHENR,52.674016,3.2723815
MACCLESFIELD,MACLSFD,53.259339,-2.1228812
MACON-VILLE  (FRANCE),MACONVL,50.837738,4.3363525
MADELEY JUNCTION SIG 490,MADE490,49.766809,-7.5571598
MADELEY JN (SALOP) SIG 491,MADE491,49.766809,-7.5571598
MADELEY JUNCTION (SALOP),MADEJN,52.673471,-2.4170095
MADELEY (STAFFS),MADELEY,52.986311,-2.3386125
MADELEY CHORD LINE,MADELYC,52.975692,-2.3397506
WHITMORE,MADEWH,58.472511,8.3099342
MAESTEG (EWENNY ROAD),MAESTER,51.635817,-3.6558765
MEASTEG GROUND FRAME,MAESTGF,51.635817,-3.6558765
MAESTEG,MAESTGW,51.634898,-3.6572881
MAGHULL,MAGHULL,53.506551,-2.9317594
MAGOR,MAGOR,51.578016,-2.8311729
MANCHESTER PICCADILLY CSOP,MAIFDLP,53.47347,-2.2250282
MAINDEE DEPOT CE,MAINCE,53.582941,5.0209471
MAINDEE EAST JN,MAINDEJ,51.591204,-2.9858724
MAINDEE NORTH JN,MAINDNJ,51.593889,-2.9873741
MAINDEE WEST JN,MAINDWJ,51.592055,-2.9916651
MALDEN MANOR,MALDENM,51.384636,-0.26113375
MALLERSTANG,MALRSTG,49.766809,-7.5571598
BARTON HILL,MALTBTH,58.472511,8.3099342
KIRKHAM ABBEY SB,MALTKKA,58.472511,8.3099342
KNAPTON,MALTKNA,58.472511,8.3099342
MALTON,MALTON,54.131534,-0.79708471
MANEA,MANEA,52.488771,0.17683329
MANNHEIM HANDELSHAFEN,MANHHAN,51.517987,4.4595449
MANNHEIM RANGIERBAHNHOF,MANHRAN,51.517093,4.459418
MANN ISLAND JUNCTION,MANIJN,54.776795,-2.6646133
MANNINGTREE DOWN SIDING,MANNGDS,49.766809,-7.5571598
MANNINGTREE,MANNGTR,51.948861,1.0456055
MANNINGTREE EAST JN,MANNTEJ,51.951697,1.0638465
MANNINGTREE NORTH JN,MANNTNJ,51.951328,1.0545059
MANORS (METRO),MANOMET,58.472511,8.3099342
MANORS,MANORS,54.972679,-1.606304
MANOR PARK SIGNAL 350/5083,MANR350,58.472511,8.3099342
MANOR PARK,MANRPK,58.472511,8.3099342
MANOR PARK JUNCTION,MANRPKJ,58.472511,8.3099342
MANSION HOUSE LT,MANSNHS,49.766809,-7.5571598
LUFFENHAM,MANTLFF,58.472511,8.3099342
MANTON SIG MJ6,MANTMJ6,49.766809,-7.5571598
MANTON JN SIG MJ7,MANTMJ7,49.766809,-7.5571598
MANTON JUNCTION,MANTONJ,52.626588,-0.6969272
MANTON JN ACE SDG,MANTSDG,49.766809,-7.5571598
MARCH DOWN YARD,MARCHDS,52.559566,0.090341279
MARCH UP YARD,MARCHUS,52.527634,0.09155188
CE CMD,MARCUCE,57.847201,-4.7758781
MARDEN,MARDEN,51.175871,0.49213375
MARGATE,MARGATE,51.384987,1.3716834
MARGATE C H S,MARGCHS,51.384987,1.3716834
MARLOW,MARLOW,51.571796,-0.76770764
MARNE-LA-VALLEE,MARNELV,58.472511,8.3099342
MARPLE,MARPLE,53.40051,-2.0586167
WHARF JUNCTION,MARPLWJ,53.406668,-2.0738929
MARSH JN SIDINGS,MARSHJS,49.766809,-7.5571598
MARTON,MARTON,54.543808,-1.1992683
MARYLEBONE 10 SIGNAL,MARY10,56.868861,-6.8309547
MARYLEBONE 10 SIGNAL,MARY10,56.868861,-6.8309547
MARYLEBONE LONDON,MARYLBN,51.523432,-0.16359504
MARYLEBONE SIDINGS 1-5,MARYSDS,51.524331,-0.16355889
MARYLEBONE UP PASSENGER LOOP,MARYUPL,49.766809,-7.5571598
MARYLEBONE TUNNEL SIDING,MARYUPS,51.528824,-0.16337808
MARYLEBONE UP TUNNEL SIDINGS,MARYUTS,50.372485,-5.1530429
MARYLEBONE WASHER ROAD,MARYWRD,58.472511,8.3099342
NEWPORT MAESGLAS,MASGLAS,53.785646,-1.1890002
MOUNTAIN ASH,MASH,51.686142,-3.379959
MATLOCK BATH,MATLCKB,53.121946,-1.5561654
MATLOCK,MATLOCK,53.138137,-1.5589883
PEAK RAIL,MATLPR,58.472511,8.3099342
MAUCHLINE,MAUCHLN,55.515109,-4.3945865
MAUCHLINE RAILTRACK,MAUCLUS,56.966631,-2.9678307
MAXWELL PARK GLASGOW,MAXWLPK,55.837976,-4.2898244
MAYBOLE,MAYBOLE,55.354445,-4.6862157
MAZE HILL,MAZEH,51.482931,0.003287708
MILLBROOK (HAMPSHIRE),MBRK,50.911494,-1.4338425
SIGNAL E758,MBRK758,50.913863,-1.4478392
SIGNAL E850,MBRK850,50.911494,-1.4338425
MILLBROOK SIG E942,MBRK942,49.766809,-7.5571598
MILLBROOK SIG E955,MBRK955,49.766809,-7.5571598
